Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
978	CDA	5733	PTGER3
978	CDA	6386	SDCBP
978	CDA	9841	ZBTB24
978	CDA	55041	PLEKHB2
978	CDA	55093	WDYHV1
978	CDA	79025	C20orf195
978	CDA	84708	LNX1
983	CDK1	1163	CKS1B
988	CDC5L	2801	GOLGA2
988	CDC5L	390535	GOLGA8EP
988	CDC5L	440321	FLJ32679
989	SEPT7	5966	REL
989	SEPT7	151011	SEPT10
996	CDC27	1312	COMT
997	CDC34	6386	SDCBP
997	CDC34	6477	SIAH1
998	CDC42	5062	PAK2
998	CDC42	10435	CDC42EP2
998	CDC42	11135	CDC42EP1
998	CDC42	84612	PARD6B
1013	CDH15	6449	SGTA
1019	CDK4	1031	CDKN2C
1019	CDK4	1032	CDKN2D
1019	CDK4	51361	HOOK1
1021	CDK6	1030	CDKN2B
1021	CDK6	1031	CDKN2C
1021	CDK6	1032	CDKN2D
1021	CDK6	1600	DAB1
1021	CDK6	5684	PSMA3
1026	CDKN1A	3881	KRT31
1026	CDKN1A	5111	PCNA
1026	CDKN1A	6925	TCF4
1026	CDKN1A	7185	TRAF1
1026	CDKN1A	22806	IKZF3
1026	CDKN1A	56159	TEX11
1026	CDKN1A	57159	TRIM54
1030	CDKN2B	7185	TRAF1
1030	CDKN2B	60491	NIF3L1
1030	CDKN2B	80125	CCDC33
1031	CDKN2C	5966	REL
1031	CDKN2C	6925	TCF4
1031	CDKN2C	6938	TCF12
1031	CDKN2C	10768	AHCYL1
1031	CDKN2C	55577	NAGK
1031	CDKN2C	60491	NIF3L1
1032	CDKN2D	3164	NR4A1
1032	CDKN2D	4929	NR4A2
1032	CDKN2D	22806	IKZF3
1032	CDKN2D	51171	HSD17B14
1032	CDKN2D	84970	C1orf94
1032	CDKN2D	388324	INCA1
1038	CDR1	51364	ZMYND10
1039	CDR2	1329	COX5B
1039	CDR2	3801	KIFC3
1039	CDR2	5585	PKN1
1039	CDR2	6605	SMARCE1
1039	CDR2	7276	TTR
1039	CDR2	9470	EIF4E2
1039	CDR2	9759	HDAC4
1039	CDR2	9911	TMCC2
1039	CDR2	10573	MRPL28
1039	CDR2	26511	CHIC2
1039	CDR2	27156	RSPH14
1039	CDR2	51421	AMOTL2
1039	CDR2	54535	CCHCR1
1039	CDR2	55093	WDYHV1
1039	CDR2	55633	TBC1D22B
1039	CDR2	55758	RCOR3
1039	CDR2	55957	LIN37
1039	CDR2	63898	SH2D4A
1039	CDR2	79005	SCNM1
1039	CDR2	79165	LENG1
1039	CDR2	83541	FAM110A
1039	CDR2	84080	ENKD1
1039	CDR2	84140	FAM161A
1039	CDR2	84260	TCHP
1039	CDR2	84832	ANKRD36BP1
1039	CDR2	115106	HAUS1
1039	CDR2	127703	C1orf216
1039	CDR2	151254	ALS2CR11
1039	CDR2	200081	TXLNA
1039	CDR2	201725	C4orf46
1039	CDR2	283152	CCDC153
1039	CDR2	284058	KANSL1
1039	CDR2	285753	CEP57L1
1041	CDSN	55165	CEP55
1046	CDX4	1163	CKS1B
1046	CDX4	4004	LMO1
1046	CDX4	4005	LMO2
1046	CDX4	5562	PRKAA1
1046	CDX4	5565	PRKAB2
1054	CEBPG	1649	DDIT3
1068	CETN1	129049	SGSM1
1068	CETN1	134359	POC5
1069	CETN2	114824	PNMA5
1069	CETN2	129049	SGSM1
1069	CETN2	134359	POC5
1070	CETN3	129049	SGSM1
1070	CETN3	134359	POC5
1072	CFL1	1073	CFL2
1073	CFL2	1073	CFL2
1073	CFL2	10486	CAP2
1073	CFL2	11034	DSTN
1073	CFL2	25913	POT1
1102	RCBTB2	1102	RCBTB2
1102	RCBTB2	7329	UBE2I
1102	RCBTB2	10667	FARS2
1106	CHD2	11043	MID2
1106	CHD2	55145	THAP1
1106	CHD2	83659	TEKT1
1106	CHD2	90933	TRIM41
1106	CHD2	222389	BEND7
1123	CHN1	8440	NCK2
1123	CHN1	51409	HEMK1
1146	CHRNG	3881	KRT31
1146	CHRNG	386675	KRTAP10-7
1146	CHRNG	386676	KRTAP10-9
1146	CHRNG	386681	KRTAP10-8
1146	CHRNG	386682	KRTAP10-3
1146	CHRNG	388677	NOTCH2NL
1152	CKB	140462	ASB9
1153	CIRBP	3190	HNRNPK
1153	CIRBP	5940	RBMY1A1
1153	CIRBP	6626	SNRPA
1153	CIRBP	27316	RBMX
1153	CIRBP	84708	LNX1
1153	CIRBP	159163	RBMY1F
1153	CIRBP	202559	KHDRBS2
1158	CKM	140462	ASB9
1163	CKS1B	1163	CKS1B
1163	CKS1B	3846	KRTAP5-9
1163	CKS1B	4222	MEOX1
1163	CKS1B	5966	REL
1163	CKS1B	5987	TRIM27
1163	CKS1B	6925	TCF4
1163	CKS1B	10320	IKZF1
1163	CKS1B	10865	ARID5A
1163	CKS1B	54763	ROPN1
1163	CKS1B	55964	SEPT3
1163	CKS1B	145282	MIPOL1
1163	CKS1B	220082	SPERT
1163	CKS1B	386676	KRTAP10-9
1163	CKS1B	391257	SUMO1P1
1175	AP2S1	79719	AAGAB
1178	CLC	1178	CLC
1180	CLCN1	10513	APPBP2
1180	CLCN1	171483	FAM9B
1195	CLK1	5152	PDE9A
1195	CLK1	386675	KRTAP10-7
1196	CLK2	1196	CLK2
1196	CLK2	1198	CLK3
1196	CLK2	1889	ECE1
1196	CLK2	5987	TRIM27
1196	CLK2	6386	SDCBP
1196	CLK2	6733	SRPK2
1196	CLK2	7307	U2AF1
1196	CLK2	7329	UBE2I
1196	CLK2	8233	ZRSR2
1196	CLK2	9584	RBM39
1196	CLK2	10127	ZNF263
1196	CLK2	10250	SRRM1
1196	CLK2	10921	RNPS1
1196	CLK2	11275	KLHL2
1196	CLK2	25888	ZNF473
1196	CLK2	51073	MRPL4
1196	CLK2	51213	LUZP4
1196	CLK2	57035	RSRP1
1196	CLK2	57541	ZNF398
1196	CLK2	64395	GMCL1
1196	CLK2	79753	SNIP1
1196	CLK2	79869	CPSF7
1196	CLK2	84124	ZNF394
1196	CLK2	84708	LNX1
1196	CLK2	84950	PRPF38A
1196	CLK2	91746	YTHDC1
1198	CLK3	1198	CLK3
1198	CLK3	3216	HOXB6
1198	CLK3	3217	HOXB7
1198	CLK3	4939	OAS2
1198	CLK3	5940	RBMY1A1
1198	CLK3	6386	SDCBP
1198	CLK3	6733	SRPK2
1198	CLK3	10127	ZNF263
1198	CLK3	27316	RBMX
1198	CLK3	57035	RSRP1
1198	CLK3	159163	RBMY1F
1198	CLK3	386682	KRTAP10-3
1207	CLNS1A	2035	EPB41
1207	CLNS1A	6632	SNRPD1
1207	CLNS1A	6633	SNRPD2
1207	CLNS1A	6637	SNRPG
1207	CLNS1A	11157	LSM6
1207	CLNS1A	27258	LSM3
1207	CLNS1A	57819	LSM2
1263	PLK3	5451	POU2F1
1270	CNTF	7205	TRIP6
1270	CNTF	125115	KRT40
1278	COL1A2	6449	SGTA
1278	COL1A2	29979	UBQLN1
1295	COL8A1	5966	REL
1295	COL8A1	6671	SP4
1295	COL8A1	9586	CREB5
1295	COL8A1	55697	VAC14
1295	COL8A1	83899	KRTAP9-2
1295	COL8A1	125115	KRT40
1295	COL8A1	386675	KRTAP10-7
1295	COL8A1	386681	KRTAP10-8
1295	COL8A1	386682	KRTAP10-3
1295	COL8A1	388324	INCA1
1295	COL8A1	388677	NOTCH2NL
1295	COL8A1	388818	KRTAP26-1
1296	COL8A2	6449	SGTA
1300	COL10A1	29979	UBQLN1
1300	COL10A1	54971	BANP
1311	COMP	5013	OTX1
1312	COMT	3846	KRTAP5-9
1312	COMT	3881	KRT31
1312	COMT	9319	TRIP13
1312	COMT	125115	KRT40
1327	COX4I1	6386	SDCBP
1329	COX5B	3866	KRT15
1329	COX5B	3881	KRT31
1329	COX5B	7185	TRAF1
1329	COX5B	8553	BHLHE40
1329	COX5B	9240	PNMA1
1329	COX5B	24144	TFIP11
1329	COX5B	339834	CCDC36
1351	COX8A	4869	NPM1
1366	CLDN7	163183	SYNE4
1375	CPT1B	165100	C2orf57
1382	CRABP2	147872	CCDC155
1386	ATF2	2353	FOS
1386	ATF2	3801	KIFC3
1386	ATF2	5601	MAPK9
1386	ATF2	7341	SUMO1
1386	ATF2	11340	EXOSC8
1392	CRH	3881	KRT31
1398	CRK	158297	FAM154A
1400	CRMP1	1400	CRMP1
1400	CRMP1	1809	DPYSL3
1400	CRMP1	26985	AP3M1
1401	CRP	29926	GMPPA
1406	CRX	1984	EIF5A
1406	CRX	4302	MLLT6
1406	CRX	4920	ROR2
1406	CRX	5565	PRKAB2
1406	CRX	5699	PSMB10
1406	CRX	6660	SOX5
1406	CRX	8576	STK16
1406	CRX	9140	ATG12
1406	CRX	9247	GCM2
1406	CRX	9812	KIAA0141
1406	CRX	9814	SFI1
1406	CRX	10152	ABI2
1406	CRX	23334	SZT2
1406	CRX	26051	PPP1R16B
1406	CRX	29948	OSGIN1
1406	CRX	51388	NIP7
1406	CRX	54870	QRICH1
1406	CRX	54955	C1orf109
1406	CRX	55022	PID1
1406	CRX	83606	GUCD1
1406	CRX	91694	LONRF1
1406	CRX	113251	LARP4
1406	CRX	114792	KLHL32
1406	CRX	137886	UBXN2B
1406	CRX	203228	C9orf72
1406	CRX	255193	CSNK1G2-AS1
1408	CRY2	1487	CTBP1
1408	CRY2	5152	PDE9A
1408	CRY2	23281	MTUS2
1409	CRYAA	1409	CRYAA
1409	CRYAA	1410	CRYAB
1409	CRYAA	6386	SDCBP
1409	CRYAA	26003	GORASP2
1409	CRYAA	51324	SPG21
1409	CRYAA	55093	WDYHV1
1410	CRYAB	1410	CRYAB
1410	CRYAB	11332	ACOT7
1410	CRYAB	30000	TNPO2
1410	CRYAB	65003	MRPL11
1410	CRYAB	79090	TRAPPC6A
1410	CRYAB	337879	KRTAP8-1
1410	CRYAB	337972	KRTAP19-5
1411	CRYBA1	1414	CRYBB1
1411	CRYBA1	1417	CRYBB3
1411	CRYBA1	11030	RBPMS
1411	CRYBA1	84528	RHOXF2
1413	CRYBA4	79959	CEP76
1418	CRYGA	7185	TRAF1
1435	CSF1	2275	FHL3
1435	CSF1	6449	SGTA
1435	CSF1	388677	NOTCH2NL
1437	CSF2	4223	MEOX2
1438	CSF2RA	89885	FATE1
1447	CSN2	2274	FHL2
1448	CSN3	11030	RBPMS
1453	CSNK1D	1857	DVL3
1453	CSNK1D	114088	TRIM9
1453	CSNK1D	541468	LURAP1
1454	CSNK1E	1857	DVL3
1455	CSNK1G2	10087	COL4A3BP
1455	CSNK1G2	10513	APPBP2
1455	CSNK1G2	386675	KRTAP10-7
1457	CSNK2A1	4110	MAGEA11
1457	CSNK2A1	4800	NFYA
1457	CSNK2A1	54778	RNF111
1457	CSNK2A1	55145	THAP1
1457	CSNK2A1	246329	STAC3
1459	CSNK2A2	90933	TRIM41
1466	CSRP2	5987	TRIM27
1468	SLC25A10	3846	KRTAP5-9
1468	SLC25A10	4188	MDFI
1468	SLC25A10	85291	KRTAP4-2
1468	SLC25A10	125115	KRT40
1468	SLC25A10	386681	KRTAP10-8
1468	SLC25A10	386682	KRTAP10-3
1468	SLC25A10	388677	NOTCH2NL
1469	CST1	6449	SGTA
1470	CST2	5684	PSMA3
1470	CST2	54507	ADAMTSL4
1470	CST2	386682	KRTAP10-3
1470	CST2	388677	NOTCH2NL
1478	CSTF2	9146	HGS
1478	CSTF2	10342	TFG
1478	CSTF2	26039	SS18L1
1478	CSTF2	26206	SPAG8
1478	CSTF2	29979	UBQLN1
1478	CSTF2	84905	ZNF341
1485	CTAG1B	29979	UBQLN1
1487	CTBP1	1487	CTBP1
1487	CTBP1	1488	CTBP2
1487	CTBP1	3215	HOXB5
1487	CTBP1	5562	PRKAA1
1487	CTBP1	5601	MAPK9
1487	CTBP1	7050	TGIF1
1487	CTBP1	8715	NOL4
1487	CTBP1	10320	IKZF1
1487	CTBP1	11278	KLF12
1487	CTBP1	23177	CEP68
1487	CTBP1	23236	PLCB1
1487	CTBP1	54828	BCAS3
1487	CTBP1	57616	TSHZ3
1487	CTBP1	63948	DMRTB1
1487	CTBP1	93986	FOXP2
1487	CTBP1	140688	NOL4L
1488	CTBP2	2313	FLI1
1488	CTBP2	3215	HOXB5
1488	CTBP2	7050	TGIF1
1488	CTBP2	8715	NOL4
1488	CTBP2	10320	IKZF1
1488	CTBP2	10472	ZBTB18
1488	CTBP2	10742	RAI2
1488	CTBP2	22807	IKZF2
1488	CTBP2	23236	PLCB1
1488	CTBP2	29994	BAZ2B
1488	CTBP2	54828	BCAS3
1488	CTBP2	57616	TSHZ3
1488	CTBP2	63948	DMRTB1
1488	CTBP2	79755	ZNF750
1488	CTBP2	84458	LCOR
1488	CTBP2	85376	RIMBP3
1488	CTBP2	93986	FOXP2
1488	CTBP2	139341	FUNDC1
1488	CTBP2	140688	NOL4L
1489	CTF1	4105	MAGEA6
1491	CTH	1491	CTH
1491	CTH	8434	RECK
1491	CTH	55093	WDYHV1
1491	CTH	83606	GUCD1
1500	CTNND1	200845	KCTD6
1503	CTPS1	1503	CTPS1
1511	CTSG	3881	KRT31
1511	CTSG	388677	NOTCH2NL
1514	CTSL	6449	SGTA
1522	CTSZ	3846	KRTAP5-9
1522	CTSZ	5359	PLSCR1
1522	CTSZ	11043	MID2
1522	CTSZ	23281	MTUS2
1522	CTSZ	125115	KRT40
1522	CTSZ	388677	NOTCH2NL
1534	CYB561	1896	EDA
1534	CYB561	6048	RNF5
1535	CYBA	5684	PSMA3
1535	CYBA	11030	RBPMS
1543	CYP1A1	116173	CMTM5
1600	DAB1	4154	MBNL1
1600	DAB1	4920	ROR2
1600	DAB1	5300	PIN1
1600	DAB1	6628	SNRPB
1600	DAB1	6919	TCEA2
1600	DAB1	8372	HYAL3
1600	DAB1	8553	BHLHE40
1600	DAB1	9360	PPIG
1600	DAB1	9500	MAGED1
1600	DAB1	9802	DAZAP2
1600	DAB1	10169	SERF2
1600	DAB1	10326	SIRPB1
1600	DAB1	10865	ARID5A
1600	DAB1	11129	CLASRP
1600	DAB1	23126	POGZ
1600	DAB1	23201	FAM168A
1600	DAB1	23543	RBFOX2
1600	DAB1	27033	ZBTB32
1600	DAB1	27287	VENTX
1600	DAB1	54472	TOLLIP
1600	DAB1	54532	USP53
1600	DAB1	54819	ZCCHC10
1600	DAB1	55093	WDYHV1
1600	DAB1	55342	STRBP
1600	DAB1	55796	MBNL3
1600	DAB1	64744	SMAP2
1600	DAB1	79618	HMBOX1
1600	DAB1	83640	FAM103A1
1600	DAB1	84528	RHOXF2
1600	DAB1	84708	LNX1
1600	DAB1	84872	ZC3H10
1600	DAB1	84970	C1orf94
1600	DAB1	92345	NAF1
1600	DAB1	92906	HNRNPLL
1600	DAB1	118738	ZNF488
1600	DAB1	122183	PRR20A
1600	DAB1	148523	CIART
1600	DAB1	160418	TMTC3
1600	DAB1	170082	TCEANC
1600	DAB1	284194	LGALS9B
1600	DAB1	337879	KRTAP8-1
1600	DAB1	337972	KRTAP19-5
1600	DAB1	337974	KRTAP19-7
1600	DAB1	654346	LGALS9C
1602	DACH1	1602	DACH1
1602	DACH1	2257	FGF12
1602	DACH1	9360	PPIG
1602	DACH1	9604	RNF14
1602	DACH1	10768	AHCYL1
1602	DACH1	11338	U2AF2
1602	DACH1	54819	ZCCHC10
1602	DACH1	55577	NAGK
1602	DACH1	79169	C1orf35
1610	DAO	5565	PRKAB2
1615	DARS	7965	AIMP2
1616	DAXX	2801	GOLGA2
1616	DAXX	54550	NECAB2
1616	DAXX	55536	CDCA7L
1616	DAXX	57326	PBXIP1
1616	DAXX	64170	CARD9
1616	DAXX	117178	SSX2IP
1616	DAXX	171483	FAM9B
1635	DCTD	2257	FGF12
1635	DCTD	6386	SDCBP
1635	DCTD	25828	TXN2
1635	DCTD	26003	GORASP2
1635	DCTD	115416	MALSU1
1641	DCX	2801	GOLGA2
1641	DCX	3801	KIFC3
1641	DCX	4222	MEOX1
1641	DCX	5987	TRIM27
1641	DCX	9925	ZBTB5
1641	DCX	10241	CALCOCO2
1641	DCX	10320	IKZF1
1641	DCX	10615	SPAG5
1641	DCX	11043	MID2
1641	DCX	60561	RINT1
1641	DCX	125115	KRT40
1641	DCX	386681	KRTAP10-8
1645	AKR1C1	5774	PTPN3
1649	DDIT3	2355	FOSL2
1649	DDIT3	4005	LMO2
1649	DDIT3	7597	ZBTB25
1649	DDIT3	8742	TNFSF12
1649	DDIT3	10302	SNAPC5
1649	DDIT3	51171	HSD17B14
1649	DDIT3	51421	AMOTL2
1649	DDIT3	55048	VPS37C
1649	DDIT3	55509	BATF3
1649	DDIT3	56946	C11orf30
1649	DDIT3	79882	ZC3H14
1649	DDIT3	91647	ATPAF2
1649	DDIT3	283152	CCDC153
1656	DDX6	2801	GOLGA2
1656	DDX6	4591	TRIM37
1656	DDX6	4841	NONO
1656	DDX6	5987	TRIM27
1656	DDX6	6293	VPS52
1656	DDX6	6925	TCF4
1656	DDX6	7572	ZNF24
1656	DDX6	10241	CALCOCO2
1656	DDX6	10320	IKZF1
1656	DDX6	10807	SDCCAG3
1656	DDX6	10900	RUNDC3A
1656	DDX6	56478	EIF4ENIF1
1656	DDX6	79444	BIRC7
1656	DDX6	80153	EDC3
1656	DDX6	80321	CEP70
1656	DDX6	114824	PNMA5
1656	DDX6	125115	KRT40
1656	DDX6	222389	BEND7
1656	DDX6	386681	KRTAP10-8
1656	DDX6	386682	KRTAP10-3
1656	DDX6	653121	ZBTB8A
1665	DHX15	84619	ZGPAT
1665	DHX15	84991	RBM17
1671	DEFA6	29979	UBQLN1
1674	DES	1962	EHHADH
1674	DES	7329	UBE2I
1674	DES	170954	PPP1R18
1678	TIMM8A	3866	KRT15
1678	TIMM8A	10254	STAM2
1719	DHFR	80318	GKAP1
1725	DHPS	1725	DHPS
1725	DHPS	1984	EIF5A
1725	DHPS	5794	PTPRH
1725	DHPS	5874	RAB27B
1725	DHPS	5966	REL
1725	DHPS	6133	RPL9
1725	DHPS	7697	ZNF138
1725	DHPS	22846	VASH1
1725	DHPS	55093	WDYHV1
1725	DHPS	56648	EIF5A2
1731	SEPT1	1731	SEPT1
1731	SEPT1	5413	SEPT5
1731	SEPT1	23157	SEPT6
1731	SEPT1	56159	TEX11
1731	SEPT1	124404	SEPT12
1731	SEPT1	154796	AMOT
1746	DLX2	2896	GRN
1756	DMD	1838	DTNB
1756	DMD	8727	CTNNAL1
1756	DMD	115106	HAUS1
1781	DYNC1I2	83658	DYNLRB1
1788	DNMT3A	6672	SP100
1788	DNMT3A	8115	TCL1A
1791	DNTT	5966	REL
1794	DOCK2	3190	HNRNPK
1794	DOCK2	3846	KRTAP5-9
1794	DOCK2	4188	MDFI
1794	DOCK2	5359	PLSCR1
1794	DOCK2	10241	CALCOCO2
1794	DOCK2	23281	MTUS2
1794	DOCK2	23582	CCNDBP1
1794	DOCK2	83899	KRTAP9-2
1794	DOCK2	85280	KRTAP9-4
1794	DOCK2	85291	KRTAP4-2
1794	DOCK2	125115	KRT40
1794	DOCK2	202559	KHDRBS2
1794	DOCK2	386676	KRTAP10-9
1794	DOCK2	386677	KRTAP10-1
1794	DOCK2	386681	KRTAP10-8
1794	DOCK2	386682	KRTAP10-3
1794	DOCK2	388677	NOTCH2NL
1800	DPEP1	10513	APPBP2
1801	DPH1	7024	TFCP2
1802	DPH2	3605	IL17A
1806	DPYD	56925	LXN
1806	DPYD	57120	GOPC
1808	DPYSL2	1808	DPYSL2
1808	DPYSL2	1809	DPYSL3
1808	DPYSL2	26003	GORASP2
1808	DPYSL2	56896	DPYSL5
1810	DR1	6908	TBP
1810	DR1	54107	POLE3
1819	DRG2	51389	RWDD1
1820	ARID3A	130502	TTC32
1820	ARID3A	388677	NOTCH2NL
1831	TSC22D3	8379	MAD1L1
1831	TSC22D3	79173	C19orf57
1838	DTNB	1838	DTNB
1838	DTNB	3881	KRT31
1838	DTNB	7186	TRAF2
1838	DTNB	7415	VCP
1838	DTNB	8500	PPFIA1
1838	DTNB	10152	ABI2
1838	DTNB	10363	HMG20A
1838	DTNB	23281	MTUS2
1838	DTNB	23636	NUP62
1838	DTNB	26088	GGA1
1838	DTNB	51225	ABI3
1838	DTNB	55165	CEP55
1838	DTNB	80254	CEP63
1838	DTNB	81565	NDEL1
1838	DTNB	83878	USHBP1
1838	DTNB	84062	DTNBP1
1838	DTNB	84654	SPZ1
1838	DTNB	125115	KRT40
1838	DTNB	200081	TXLNA
1838	DTNB	221504	ZBTB9
1855	DVL1	8440	NCK2
1855	DVL1	140691	TRIM69
1857	DVL3	2040	STOM
1857	DVL3	9422	ZNF264
1857	DVL3	10069	RWDD2B
1857	DVL3	10482	NXF1
1857	DVL3	11033	ADAP1
1857	DVL3	51274	KLF3
1857	DVL3	57050	UTP3
1857	DVL3	79159	NOL12
1857	DVL3	90874	ZNF697
1857	DVL3	91746	YTHDC1
1857	DVL3	148281	SYT6
1857	DVL3	220965	FAM13C
1861	TOR1A	386675	KRTAP10-7
1876	E2F6	7027	TFDP1
1876	E2F6	7029	TFDP2
1876	E2F6	386675	KRTAP10-7
1877	E4F1	386672	KRTAP10-4
1877	E4F1	386675	KRTAP10-7
1879	EBF1	57594	HOMEZ
1879	EBF1	91647	ATPAF2
1889	ECE1	386677	KRTAP10-1
1889	ECE1	386680	KRTAP10-5
1890	TYMP	1890	TYMP
1891	ECH1	7185	TRAF1
1891	ECH1	171483	FAM9B
1896	EDA	2014	EMP3
1896	EDA	4118	MAL
1896	EDA	5350	PLN
1896	EDA	22845	DOLK
1896	EDA	23484	LEPROTL1
1896	EDA	26984	SEC22A
1896	EDA	55340	GIMAP5
1896	EDA	57185	NIPAL3
1896	EDA	58505	OSTC
1896	EDA	202459	OSTCP1
1911	PHC1	1911	PHC1
1911	PHC1	6477	SIAH1
1911	PHC1	6672	SP100
1911	PHC1	7341	SUMO1
1911	PHC1	9063	PIAS2
1911	PHC1	84186	ZCCHC7
1911	PHC1	391257	SUMO1P1
1912	PHC2	1912	PHC2
1912	PHC2	3801	KIFC3
1912	PHC2	4004	LMO1
1912	PHC2	4005	LMO2
1912	PHC2	4088	SMAD3
1912	PHC2	4236	MFAP1
1912	PHC2	4733	DRG1
1912	PHC2	5441	POLR2L
1912	PHC2	5562	PRKAA1
1912	PHC2	6386	SDCBP
1912	PHC2	6477	SIAH1
1912	PHC2	7703	PCGF2
1912	PHC2	8907	AP1M1
1912	PHC2	9584	RBM39
1912	PHC2	9643	MORF4L2
1912	PHC2	9841	ZBTB24
1912	PHC2	10069	RWDD2B
1912	PHC2	10336	PCGF3
1912	PHC2	10524	KAT5
1912	PHC2	26051	PPP1R16B
1912	PHC2	26121	PRPF31
1912	PHC2	51460	SFMBT1
1912	PHC2	54955	C1orf109
1912	PHC2	57332	CBX8
1912	PHC2	64170	CARD9
1912	PHC2	64782	AEN
1912	PHC2	80764	THAP7
1912	PHC2	83851	SYT16
1912	PHC2	84078	KBTBD7
1912	PHC2	84080	ENKD1
1912	PHC2	84140	FAM161A
1912	PHC2	84221	SPATC1L
1912	PHC2	84333	PCGF5
1912	PHC2	84456	L3MBTL3
1912	PHC2	84619	ZGPAT
1912	PHC2	90933	TRIM41
1912	PHC2	117178	SSX2IP
1912	PHC2	126868	MAB21L3
1912	PHC2	147687	ZNF417
1912	PHC2	153527	ZMAT2
1912	PHC2	158809	MAGEB6
1912	PHC2	220108	FAM124A
1912	PHC2	220965	FAM13C
1912	PHC2	401507	FAM74A1
1912	PHC2	401508	FAM74A4
1917	EEF1A2	80325	ABTB1
1933	EEF1B2	1937	EEF1G
1936	EEF1D	1936	EEF1D
1936	EEF1D	1937	EEF1G
1936	EEF1D	6477	SIAH1
1936	EEF1D	7178	TPT1
1936	EEF1D	121506	ERP27
1937	EEF1G	3608	ILF2
1937	EEF1G	10180	RBM6
1937	EEF1G	23276	KLHL18
1937	EEF1G	55848	PLGRKT
1937	EEF1G	196549	EEF1DP3
1944	EFNA3	4223	MEOX2
1944	EFNA3	386682	KRTAP10-3
1944	EFNA3	388677	NOTCH2NL
1962	EHHADH	4281	MID1
1962	EHHADH	5987	TRIM27
1962	EHHADH	7174	TPP2
1962	EHHADH	7185	TRAF1
1962	EHHADH	8553	BHLHE40
1962	EHHADH	8636	SSNA1
1962	EHHADH	9240	PNMA1
1962	EHHADH	10318	TNIP1
1962	EHHADH	54550	NECAB2
1962	EHHADH	54793	KCTD9
1962	EHHADH	57159	TRIM54
1962	EHHADH	79839	CCDC102B
1962	EHHADH	84445	LZTS2
1962	EHHADH	90933	TRIM41
1962	EHHADH	117178	SSX2IP
1962	EHHADH	139341	FUNDC1
1962	EHHADH	200845	KCTD6
1962	EHHADH	221504	ZBTB9
1962	EHHADH	386675	KRTAP10-7
1967	EIF2B1	1967	EIF2B1
1967	EIF2B1	26003	GORASP2
1967	EIF2B1	55093	WDYHV1
1967	EIF2B1	343035	RD3
1974	EIF4A2	1974	EIF4A2
1974	EIF4A2	4188	MDFI
1974	EIF4A2	27250	PDCD4
1974	EIF4A2	51194	IPO11
1974	EIF4A2	55211	DPPA4
1974	EIF4A2	55521	TRIM36
1974	EIF4A2	56658	TRIM39
1974	EIF4A2	117178	SSX2IP
1974	EIF4A2	120379	PIH1D2
1974	EIF4A2	220963	SLC16A9
1977	EIF4E	1978	EIF4EBP1
1977	EIF4E	1979	EIF4EBP2
1977	EIF4E	5987	TRIM27
1977	EIF4E	6999	TDO2
1977	EIF4E	8637	EIF4EBP3
1977	EIF4E	25959	KANK2
1977	EIF4E	56478	EIF4ENIF1
1977	EIF4E	91544	UBXN11
1978	EIF4EBP1	5966	REL
1978	EIF4EBP1	6925	TCF4
1983	EIF5	11266	DUSP12
1984	EIF5A	4223	MEOX2
1984	EIF5A	5966	REL
1994	ELAVL1	6386	SDCBP
2010	EMD	2010	EMD
2010	EMD	7718	ZNF165
2010	EMD	7775	ZNF232
2010	EMD	29777	ABT1
2010	EMD	51213	LUZP4
2010	EMD	57144	PAK7
2010	EMD	64782	AEN
2010	EMD	80125	CCDC33
2010	EMD	80258	EFHC2
2010	EMD	80321	CEP70
2010	EMD	80342	TRAF3IP3
2010	EMD	89885	FATE1
2010	EMD	117144	CATSPER1
2010	EMD	126868	MAB21L3
2010	EMD	222389	BEND7
2010	EMD	287015	TRIM42
2012	EMP1	80321	CEP70
2012	EMP1	85027	SMIM3
2012	EMP1	163183	SYNE4
2026	ENO2	10640	EXOC5
2035	EPB41	10069	RWDD2B
2035	EPB41	54819	ZCCHC10
2039	DMTN	2801	GOLGA2
2051	EPHB6	5966	REL
2051	EPHB6	6925	TCF4
2051	EPHB6	56658	TRIM39
2051	EPHB6	60491	NIF3L1
2051	EPHB6	388324	INCA1
2051	EPHB6	388677	NOTCH2NL
2059	EPS8	2885	GRB2
2059	EPS8	3183	HNRNPC
2059	EPS8	6605	SMARCE1
2059	EPS8	10458	BAIAP2
2059	EPS8	27124	INPP5J
2059	EPS8	54785	C17orf59
2059	EPS8	148223	C19orf25
2059	EPS8	390535	GOLGA8EP
2067	ERCC1	7681	MKRN3
2067	ERCC1	79720	VPS37B
2067	ERCC1	79979	TRMT2B
2067	ERCC1	83878	USHBP1
2067	ERCC1	84993	UBL7
2068	ERCC2	730394	GTF2H2C_2
2071	ERCC3	80321	CEP70
2079	ERH	26097	CHTOP
2079	ERH	54906	FAM208B
2098	ESD	2098	ESD
2098	ESD	123722	FSD2
2100	ESR2	5359	PLSCR1
2104	ESRRG	2104	ESRRG
2104	ESRRG	3801	KIFC3
2104	ESRRG	4223	MEOX2
2104	ESRRG	23279	NUP160
2104	ESRRG	57698	KIAA1598
2104	ESRRG	159989	CCDC67
2104	ESRRG	391257	SUMO1P1
2107	ETF1	9817	KEAP1
2120	ETV6	8907	AP1M1
2120	ETV6	55093	WDYHV1
