entrez_gene_ida	symbol_a	entrez_gene_idb	symbol_b
7415	VCP	80700	UBXN6
4171	MCM2	10926	DBF4
6500	SKP1	6502	SKP2
578	BAK1	4170	MCL1
3725	JUN	84164	ASCC2
55847	CISD1	55847	CISD1
4831	NME2	11214	AKAP13
2037	EPB41L2	7532	YWHAG
23759	PPIL2	91603	ZNF830
2047	EPHB1	4690	NCK1
1956	EGFR	5296	PIK3R2
2099	ESR1	5501	PPP1CC
2810	SFN	9759	HDAC4
5894	RAF1	7534	YWHAZ
3667	IRS1	5747	PTK2
841	CASP8	8837	CFLAR
8202	NCOA3	8850	KAT2B
3101	HK3	27306	HPGDS
6810	STX4	6814	STXBP3
1187	CLCNKA	1187	CLCNKA
5092	PCBD1	9149	DYRK1B
2775	GNAO1	60626	RIC8A
1869	E2F1	6772	STAT1
9330	GTF3C3	162989	DEDD2
10401	PIAS3	10499	NCOA2
7134	TNNC1	7137	TNNI3
6794	STK11	79155	TNIP2
10537	UBD	65264	UBE2Z
9318	COPS2	10980	COPS6
351	APP	27242	TNFRSF21
580	BARD1	672	BRCA1
5531	PPP4C	5966	REL
164	AP1G1	11276	SYNRG
8751	ADAM15	51429	SNX9
4086	SMAD1	57154	SMURF1
9260	PDLIM7	56893	UBQLN4
2010	EMD	4000	LMNA
288	ANK3	4087	SMAD2
331	XIAP	150684	COMMD1
2534	FYN	50807	ASAP1
367	AR	10048	RANBP9
3725	JUN	4150	MAZ
8678	BECN1	57120	GOPC
3939	LDHA	3945	LDHB
7421	VDR	9611	NCOR1
4952	OCRL	5868	RAB5A
1813	DRD2	23413	NCS1
2316	FLNA	5664	PSEN2
708	C1QBP	5578	PRKCA
5747	PTK2	6714	SRC
2321	FLT1	5335	PLCG1
4068	SH2D1A	8832	CD84
326	AIRE	326	AIRE
4855	NOTCH4	9794	MAML1
2099	ESR1	5458	POU4F2
87	ACTN1	23109	DDN
10787	NCKAP1	23191	CYFIP1
5170	PDPK1	5585	PKN1
5682	PSMA1	5687	PSMA6
1742	DLG4	4035	LRP1
6778	STAT6	340061	TMEM173
2322	FLT3	8651	SOCS1
6722	SRF	51008	ASCC1
5413	SEPT5	55752	SEPT11
3326	HSP90AB1	5613	PRKX
2909	ARHGAP35	3065	HDAC1
2547	XRCC6	9232	PTTG1
8291	DYSF	8736	MYOM1
6310	ATXN1	9798	IST1
5705	PSMC5	6095	RORA
10488	CREB3	10956	OS9
864	RUNX3	7088	TLE1
5501	PPP1CC	7159	TP53BP2
2316	FLNA	3759	KCNJ2
387	RHOA	23002	DAAM1
599	BCL2L2	599	BCL2L2
5499	PPP1CA	6500	SKP1
3065	HDAC1	7155	TOP2B
9994	CASP8AP2	9994	CASP8AP2
9246	UBE2L6	25820	ARIH1
994	CDC25B	7531	YWHAE
5071	PARK2	9246	UBE2L6
7332	UBE2L3	10425	ARIH2
4988	OPRM1	9737	GPRASP1
2873	GPS1	9318	COPS2
207	AKT1	5361	PLXNA1
1977	EIF4E	1981	EIF4G1
3689	ITGB2	10048	RANBP9
6622	SNCA	10567	RABAC1
3875	KRT18	5411	PNN
5798	PTPRN	57731	SPTBN4
10987	COPS5	79370	BCL2L14
9439	MED23	23054	NCOA6
3693	ITGB5	51129	ANGPTL4
2017	CTTN	3737	KCNA2
9410	SNRNP40	10594	PRPF8
153	ADRB1	9863	MAGI2
6386	SDCBP	8408	ULK1
8517	IKBKG	9939	RBM8A
3055	HCK	5062	PAK2
5499	PPP1CA	286262	TPRN
23365	ARHGEF12	23654	PLXNB2
3927	LASP1	9414	TJP2
2104	ESRRG	8648	NCOA1
5066	PAM	7249	TSC2
1742	DLG4	23095	KIF1B
672	BRCA1	7415	VCP
5824	PEX19	10478	SLC25A17
998	CDC42	998	CDC42
4000	LMNA	90523	MLIP
9743	ARHGAP32	9846	GAB2
7322	UBE2D2	55611	OTUB1
1956	EGFR	3326	HSP90AB1
2114	ETS2	3725	JUN
3875	KRT18	8517	IKBKG
6720	SREBF1	117581	TWIST2
7957	EPM2A	27247	NFU1
7329	UBE2I	51588	PIAS4
8573	CASK	50848	F11R
4131	MAP1B	8139	GAN
672	BRCA1	8315	BRAP
6047	RNF4	7322	UBE2D2
801	CALM1	1612	DAPK1
3320	HSP90AA1	5465	PPARA
5054	SERPINE1	7448	VTN
375	ARF1	1315	COPB1
646	BNC1	9463	PICK1
4686	NCBP1	22916	NCBP2
153	ADRB1	260425	MAGI3
598	BCL2L1	57099	AVEN
5728	PTEN	260425	MAGI3
4846	NOS3	51070	NOSIP
7099	TLR4	114609	TIRAP
2553	GABPB1	23429	RYBP
5093	PCBP1	5094	PCBP2
60489	APOBEC3G	60489	APOBEC3G
4170	MCL1	115426	UHRF2
5868	RAB5A	9610	RIN1
64324	NSD1	84838	ZNF496
2192	FBLN1	10971	YWHAQ
2178	FANCE	3280	HES1
2064	ERBB2	5296	PIK3R2
1440	CSF3	1441	CSF3R
1192	CLIC1	6399	TRAPPC2
1843	DUSP1	5599	MAPK8
8550	MAPKAPK5	9261	MAPKAPK2
5695	PSMB7	5698	PSMB9
367	AR	7337	UBE3A
801	CALM1	3756	KCNH1
4292	MLH1	8930	MBD4
5933	RBL1	22907	DHX30
5590	PRKCZ	23286	WWC1
9897	KIAA0196	23325	KIAA1033
2017	CTTN	22941	SHANK2
3398	ID2	4739	NEDD9
1956	EGFR	2885	GRB2
6733	SRPK2	10921	RNPS1
23072	HECW1	54894	RNF43
9586	CREB5	9586	CREB5
2073	ERCC5	2074	ERCC6
7040	TGFB1	7040	TGFB1
2885	GRB2	5530	PPP3CA
331	XIAP	55437	STRADB
3856	KRT8	5411	PNN
481	ATP1B1	57447	NDRG2
5330	PLCB2	54822	TRPM7
5518	PPP2R1A	5527	PPP2R5C
8874	ARHGEF7	22941	SHANK2
3702	ITK	3838	KPNA2
26576	SRPK3	140890	SREK1
27095	TRAPPC3	122553	TRAPPC6B
51426	POLK	51455	REV1
4012	LNPEP	80351	TNKS2
672	BRCA1	3726	JUNB
382	ARF6	10640	EXOC5
2801	GOLGA2	64689	GORASP1
8202	NCOA3	29123	ANKRD11
2189	FANCG	7517	XRCC3
6272	SORT1	23062	GGA2
50615	IL21R	59067	IL21
3399	ID3	6929	TCF3
1977	EIF4E	56478	EIF4ENIF1
6452	SH3BP2	30011	SH3KBP1
1499	CTNNB1	56998	CTNNBIP1
1460	CSNK2B	9616	RNF7
1742	DLG4	8324	FZD7
664	BNIP3	961	CD47
8517	IKBKG	85480	TSLP
2060	EPS15	9146	HGS
1616	DAXX	4217	MAP3K5
2252	FGF7	3339	HSPG2
2147	F2	2243	FGA
1759	DNM1	6714	SRC
2010	EMD	91746	YTHDC1
10288	LILRB2	253935	ANGPTL5
2017	CTTN	23607	CD2AP
5914	RARA	50805	IRX4
3708	ITPR1	7223	TRPC4
2054	STX2	8773	SNAP23
3840	KPNA4	7052	TGM2
4773	NFATC2	4773	NFATC2
672	BRCA1	5527	PPP2R5C
1051	CEBPB	6722	SRF
3297	HSF1	10928	RALBP1
4001	LMNB1	9816	URB2
1788	DNMT3A	8350	HIST1H3A
2932	GSK3B	10023	FRAT1
4049	LTA	7132	TNFRSF1A
51246	SHISA5	51741	WWOX
10336	PCGF3	63035	BCORL1
51228	GLTP	51228	GLTP
5082	PDCL	8517	IKBKG
998	CDC42	4688	NCF2
4790	NFKB1	23646	PLD3
3558	IL2	3561	IL2RG
215	ABCD1	215	ABCD1
4855	NOTCH4	6921	TCEB1
4846	NOS3	6767	ST13
672	BRCA1	7091	TLE4
5883	RAD9A	7266	DNAJC7
7186	TRAF2	10293	TRAIP
5899	RALB	10928	RALBP1
4863	NPAT	25988	HINFP
4172	MCM3	8317	CDC7
7088	TLE1	7089	TLE2
6643	SNX2	23048	FNBP1
9260	PDLIM7	57154	SMURF1
5598	MAPK7	7531	YWHAE
2033	EP300	6929	TCF3
4000	LMNA	9816	URB2
166	AES	166	AES
2099	ESR1	4637	MYL6
3552	IL1A	10456	HAX1
8764	TNFRSF14	11126	CD160
1994	ELAVL1	140890	SREK1
5594	MAPK1	7157	TP53
598	BCL2L1	115426	UHRF2
578	BAK1	598	BCL2L1
4090	SMAD5	9839	ZEB2
3020	H3F3A	221656	KDM1B
6850	SYK	7409	VAV1
875	CBS	875	CBS
329	BIRC2	329	BIRC2
2033	EP300	6095	RORA
6046	BRD2	6046	BRD2
7581	ZNF33A	51776	ZAK
4780	NFE2L2	11243	PMF1
578	BAK1	578	BAK1
6885	MAP3K7	7189	TRAF6
2033	EP300	4094	MAF
4176	MCM7	8318	CDC45
8439	NSMAF	10399	GNB2L1
3164	NR4A1	9612	NCOR2
5888	RAD51	7329	UBE2I
4690	NCK1	5062	PAK2
5621	PRNP	5621	PRNP
9135	RABEP1	27342	RABGEF1
1019	CDK4	4654	MYOD1
1058	CENPA	55355	HJURP
4035	LRP1	9479	MAPK8IP1
1915	EEF1A1	3981	LIG4
3397	ID1	8573	CASK
4292	MLH1	9131	AIFM1
2801	GOLGA2	5862	RAB2A
27185	DISC1	80254	CEP63
1639	DCTN1	9001	HAP1
325	APCS	325	APCS
4170	MCL1	90427	BMF
55723	ASF1B	84529	C15orf41
10945	KDELR1	10945	KDELR1
801	CALM1	4846	NOS3
2885	GRB2	5747	PTK2
6708	SPTA1	6710	SPTB
329	BIRC2	7184	HSP90B1
5774	PTPN3	7532	YWHAG
3981	LIG4	80127	CCDC176
2065	ERBB3	2065	ERBB3
4659	PPP1R12A	5592	PRKG1
3190	HNRNPK	3191	HNRNPL
1019	CDK4	1030	CDKN2B
5903	RANBP2	7329	UBE2I
5111	PCNA	10036	CHAF1A
7068	THRB	8648	NCOA1
83552	MFRP	83552	MFRP
775	CACNA1C	9478	CABP1
27130	INVS	80776	B9D2
2664	GDI1	5867	RAB4A
8717	TRADD	28996	HIPK2
54880	BCOR	84759	PCGF1
26994	RNF11	51619	UBE2D4
3725	JUN	5601	MAPK9
868	CBLB	2885	GRB2
10155	TRIM28	10168	ZNF197
8452	CUL3	92799	SHKBP1
7337	UBE3A	29979	UBQLN1
4703	NEB	10324	KLHL41
8517	IKBKG	83607	AMMECR1L
142	PARP1	7515	XRCC1
2624	GATA2	6688	SPI1
6385	SDC4	10755	GIPC1
998	CDC42	10188	TNK2
369	ARAF	1460	CSNK2B
659	BMPR2	57761	TRIB3
11155	LDB3	91977	MYOZ3
5111	PCNA	5501	PPP1CC
2274	FHL2	5664	PSEN2
3164	NR4A1	90480	GADD45GIP1
815	CAMK2A	57554	LRRC7
1029	CDKN2A	3192	HNRNPU
25942	SIN3A	26959	HBP1
208	AKT2	8115	TCL1A
5970	RELA	51341	ZBTB7A
23192	ATG4B	81631	MAP1LC3B
9459	ARHGEF6	28964	GIT1
775	CACNA1C	801	CALM1
468	ATF4	1053	CEBPE
7465	WEE1	7534	YWHAZ
58	ACTA1	2934	GSN
2771	GNAI2	10287	RGS19
7531	YWHAE	7534	YWHAZ
6633	SNRPD2	57819	LSM2
3313	HSPA9	7416	VDAC1
5817	PVR	7448	VTN
1409	CRYAA	1420	CRYGC
8562	DENR	25920	NELFB
3852	KRT5	3861	KRT14
6500	SKP1	11319	ECD
5605	MAP2K2	5894	RAF1
1051	CEBPB	2033	EP300
3815	KIT	8777	MPDZ
5914	RARA	23133	PHF8
4086	SMAD1	7554	ZNF8
1454	CSNK1E	8312	AXIN1
10016	PDCD6	22872	SEC31A
2733	GLE1	9631	NUP155
149428	BNIPL	149428	BNIPL
6426	SRSF1	6732	SRPK1
6667	SP1	54880	BCOR
5478	PPIA	5534	PPP3R1
3326	HSP90AB1	65061	CDK15
3480	IGF1R	6464	SHC1
7534	YWHAZ	9610	RIN1
8721	EDF1	10062	NR1H3
998	CDC42	11135	CDC42EP1
8517	IKBKG	22826	DNAJC8
8106	PABPN1	22938	SNW1
2060	EPS15	26994	RNF11
581	BAX	27113	BBC3
991	CDC20	4085	MAD2L1
4171	MCM2	4173	MCM4
11060	WWP2	92714	ARRDC1
6812	STXBP1	112755	STX1B
1674	DES	8291	DYSF
8874	ARHGEF7	85358	SHANK3
10801	SEPT9	346288	SEPT14
7220	TRPC1	7224	TRPC5
2549	GAB1	6464	SHC1
93986	FOXP2	116113	FOXP4
5335	PLCG1	7429	VIL1
51619	UBE2D4	84937	ZNRF1
4089	SMAD4	114790	STK11IP
25	ABL1	1399	CRKL
2099	ESR1	10865	ARID5A
5905	RANGAP1	5905	RANGAP1
983	CDK1	9113	LATS1
1437	CSF2	1439	CSF2RB
4176	MCM7	5925	RB1
7187	TRAF3	9020	MAP3K14
10938	EHD1	30845	EHD3
1822	ATN1	11060	WWP2
6500	SKP1	8454	CUL1
7290	HIRA	27247	NFU1
2885	GRB2	6655	SOS2
581	BAX	51100	SH3GLB1
6015	RING1	8535	CBX4
29970	SCHIP1	29970	SCHIP1
3845	KRAS	5894	RAF1
5621	PRNP	94274	PPP1R14A
369	ARAF	5295	PIK3R1
12	SERPINA3	64215	DNAJC1
862	RUNX1T1	9611	NCOR1
11184	MAP4K1	28988	DBNL
1386	ATF2	2353	FOS
6770	STAR	54535	CCHCR1
2908	NR3C1	7251	TSG101
6477	SIAH1	10188	TNK2
8805	TRIM24	8805	TRIM24
1950	EGF	1956	EGFR
8666	EIF3G	8668	EIF3I
9223	MAGI1	11346	SYNPO
3187	HNRNPH1	140890	SREK1
4097	MAFG	4778	NFE2
6452	SH3BP2	7409	VAV1
1791	DNTT	25841	ABTB2
2547	XRCC6	2956	MSH6
867	CBL	6714	SRC
7314	UBB	10013	HDAC6
1105	CHD1	9611	NCOR1
5142	PDE4B	5142	PDE4B
5696	PSMB8	5698	PSMB9
3024	HIST1H1A	140690	CTCFL
663	BNIP2	149428	BNIPL
7324	UBE2E1	26001	RNF167
5705	PSMC5	9454	HOMER3
8497	PPFIA4	28964	GIT1
1822	ATN1	54715	RBFOX1
5906	RAP1A	54518	APBB1IP
468	ATF4	1054	CEBPG
463	ZFHX3	10401	PIAS3
1029	CDKN2A	5000	ORC4
2057	EPOR	2057	EPOR
6500	SKP1	26232	FBXO2
921	CD5	5295	PIK3R1
6456	SH3GL2	8751	ADAM15
2064	ERBB2	2064	ERBB2
7322	UBE2D2	10277	UBE4B
596	BCL2	27113	BBC3
3190	HNRNPK	26986	PABPC1
604	BCL6	51341	ZBTB7A
3170	FOXA2	7088	TLE1
2534	FYN	5580	PRKCD
7251	TSG101	25930	PTPN23
905	CCNT2	1025	CDK9
2033	EP300	5629	PROX1
11315	PARK7	204851	HIPK1
2099	ESR1	6996	TDG
355	FAS	355	FAS
8717	TRADD	8718	TNFRSF25
5914	RARA	6258	RXRG
1454	CSNK1E	80304	C2orf44
1436	CSF1R	1436	CSF1R
596	BCL2	596	BCL2
4609	MYC	6502	SKP2
367	AR	3320	HSP90AA1
8517	IKBKG	29995	LMCD1
331	XIAP	55284	UBE2W
55770	EXOC2	149371	EXOC8
3667	IRS1	5781	PTPN11
3164	NR4A1	7157	TP53
833	CARS	1937	EEF1G
1741	DLG3	8831	SYNGAP1
128866	CHMP4B	148362	BROX
581	BAX	597	BCL2A1
2801	GOLGA2	51765	STK26
1021	CDK6	3326	HSP90AB1
2634	GBP2	6195	RPS6KA1
580	BARD1	1107	CHD3
8664	EIF3D	8666	EIF3G
8878	SQSTM1	23710	GABARAPL1
4673	NAP1L1	9318	COPS2
9733	SART3	10921	RNPS1
6241	RRM2	6502	SKP2
3065	HDAC1	10628	TXNIP
3360	HTR4	3360	HTR4
2547	XRCC6	5452	POU2F2
11065	UBE2C	11065	UBE2C
2100	ESR2	8202	NCOA3
2353	FOS	2353	FOS
2647	BLOC1S1	282991	BLOC1S2
3725	JUN	51008	ASCC1
7422	VEGFA	8828	NRP2
1435	CSF1	1436	CSF1R
3198	HOXA1	3887	KRT81
7322	UBE2D2	27246	RNF115
10670	RRAGA	55035	NOL8
1525	CXADR	84708	LNX1
30011	SH3KBP1	92799	SHKBP1
405	ARNT	10499	NCOA2
2067	ERCC1	2072	ERCC4
3636	INPPL1	6453	ITSN1
5970	RELA	10848	PPP1R13L
1454	CSNK1E	83541	FAM110A
3550	IK	24148	PRPF6
4170	MCL1	8658	TNKS
2035	EPB41	8573	CASK
801	CALM1	3845	KRAS
11345	GABARAPL2	23192	ATG4B
9516	LITAF	83737	ITCH
10945	KDELR1	55738	ARFGAP1
5663	PSEN1	7087	ICAM5
1454	CSNK1E	5187	PER1
8091	HMGA2	55170	PRMT6
5236	PGM1	6285	S100B
3604	TNFRSF9	7186	TRAF2
580	BARD1	580	BARD1
2768	GNA12	5536	PPP5C
8517	IKBKG	55319	TMA16
7332	UBE2L3	23113	CUL9
7324	UBE2E1	84937	ZNRF1
51429	SNX9	51429	SNX9
7307	U2AF1	9406	ZRANB2
4291	MLF1	8533	COPS3
3603	IL16	54776	PPP1R12C
2475	MTOR	253260	RICTOR
2318	FLNC	283807	FBXL22
7126	TNFAIP1	83892	KCTD10
3804	KIR2DL3	5777	PTPN6
7124	TNF	7132	TNFRSF1A
4298	MLLT1	4299	AFF1
10521	DDX17	140890	SREK1
8291	DYSF	202333	CMYA5
2281	FKBP1B	6262	RYR2
4869	NPM1	26168	SENP3
5798	PTPRN	11122	PTPRT
2099	ESR1	5457	POU4F1
1039	CDR2	9643	MORF4L2
10951	CBX1	10951	CBX1
10521	DDX17	10521	DDX17
9564	BCAR1	80725	SRCIN1
6288	SAA1	55829	VIMP
5576	PRKAR2A	10566	AKAP3
29116	MYLIP	103910	MYL12B
3574	IL7	3575	IL7R
23557	SNAPIN	26258	BLOC1S6
1410	CRYAB	6622	SNCA
1029	CDKN2A	6597	SMARCA4
2353	FOS	3727	JUND
1176	AP3S1	8943	AP3D1
7048	TGFBR2	11171	STRAP
1386	ATF2	5601	MAPK9
2064	ERBB2	2885	GRB2
3665	IRF7	29110	TBK1
27018	NGFRAP1	51534	VTA1
1025	CDK9	10614	HEXIM1
3301	DNAJA1	9232	PTTG1
998	CDC42	23263	MCF2L
867	CBL	952	CD38
9322	TRIP10	55114	ARHGAP17
4088	SMAD3	4089	SMAD4
6310	ATXN1	55603	FAM46A
7385	UQCRC2	57142	RTN4
7133	TNFRSF1B	10293	TRAIP
958	CD40	959	CD40LG
4739	NEDD9	9564	BCAR1
2549	GAB1	9743	ARHGAP32
4703	NEB	6840	SVIL
5292	PIM1	27044	SND1
7185	TRAF1	59269	HIVEP3
10284	SAP18	51684	SUFU
8438	RAD54L	80351	TNKS2
990	CDC6	4176	MCM7
2549	GAB1	6654	SOS1
1438	CSF2RA	3551	IKBKB
7421	VDR	10499	NCOA2
5894	RAF1	8625	RFXANK
7158	TP53BP1	8294	HIST1H4I
3064	HTT	3093	UBE2K
1053	CEBPE	4302	MLLT6
6045	RNF2	7703	PCGF2
8655	DYNLL1	9229	DLGAP1
5917	RARS	9255	AIMP1
11315	PARK7	11315	PARK7
8772	FADD	8772	FADD
842	CASP9	1630	DCC
7040	TGFB1	7048	TGFBR2
5507	PPP1R3C	7957	EPM2A
2811	GP1BA	7450	VWF
867	CBL	6850	SYK
10134	BCAP31	23471	TRAM1
7157	TP53	9063	PIAS2
6667	SP1	23636	NUP62
4097	MAFG	55509	BATF3
5687	PSMA6	5693	PSMB5
156	ADRBK1	9815	GIT2
5590	PRKCZ	84612	PARD6B
896	CCND3	5914	RARA
51024	FIS1	64127	NOD2
6752	SSTR2	6753	SSTR3
9410	SNRNP40	23020	SNRNP200
4607	MYBPC3	84676	TRIM63
10287	RGS19	28962	OSTM1
5092	PCBD1	22985	ACIN1
3326	HSP90AB1	26973	CHORDC1
8743	TNFSF10	8743	TNFSF10
7325	UBE2E2	51132	RLIM
6477	SIAH1	22827	PUF60
9874	TLK1	25842	ASF1A
6294	SAFB	9611	NCOR1
9128	PRPF4	9733	SART3
1894	ECT2	27252	KLHL20
1017	CDK2	5241	PGR
6279	S100A8	6280	S100A9
4172	MCM3	4175	MCM6
9775	EIF4A3	22794	CASC3
3297	HSF1	27145	FILIP1
1267	CNP	5621	PRNP
356	FASLG	2534	FYN
5411	PNN	23524	SRRM2
7157	TP53	7159	TP53BP2
1646	AKR1C2	1646	AKR1C2
4129	MAOB	4129	MAOB
672	BRCA1	3329	HSPD1
23400	ATP13A2	57007	ACKR3
637	BID	4170	MCL1
5696	PSMB8	51371	POMP
83593	RASSF5	204851	HIPK1
8517	IKBKG	132320	SCLT1
773	CACNA1A	3096	HIVEP1
56949	XAB2	57461	ISY1
3815	KIT	4254	KITLG
1003	CDH5	3728	JUP
29883	CNOT7	57472	CNOT6
8900	CCNA1	10399	GNB2L1
3091	HIF1A	4692	NDN
5468	PPARG	8202	NCOA3
1487	CTBP1	3090	HIC1
1436	CSF1R	8651	SOCS1
1488	CTBP2	7329	UBE2I
79444	BIRC7	79444	BIRC7
2099	ESR1	23426	GRIP1
51659	GINS2	64785	GINS3
7421	VDR	8648	NCOA1
1741	DLG3	2903	GRIN2A
5055	SERPINB2	5689	PSMB1
6449	SGTA	8266	UBL4A
5689	PSMB1	5691	PSMB3
2737	GLI3	9968	MED12
5966	REL	5966	REL
267	AMFR	7326	UBE2G1
1315	COPB1	10945	KDELR1
4172	MCM3	25949	SYF2
5058	PAK1	285464	CRIPAK
675	BRCA2	7979	SHFM1
367	AR	5080	PAX6
7454	WAS	10094	ARPC3
3718	JAK3	8517	IKBKG
672	BRCA1	84142	FAM175A
1513	CTSK	1513	CTSK
1499	CTNNB1	115426	UHRF2
7109	TRAPPC10	51693	TRAPPC2L
5900	RALGDS	9693	RAPGEF2
23109	DDN	30011	SH3KBP1
6103	RPGR	57096	RPGRIP1
1475	CSTA	1508	CTSB
9129	PRPF3	10285	SMNDC1
4301	MLLT4	5906	RAP1A
8742	TNFSF12	55109	AGGF1
429	ASCL1	4205	MEF2A
2257	FGF12	23542	MAPK8IP2
4086	SMAD1	4087	SMAD2
2690	GHR	2690	GHR
27347	STK39	51719	CAB39
2185	PTK2B	8935	SKAP2
2353	FOS	51138	COPS4
2885	GRB2	10015	PDCD6IP
2176	FANCC	6772	STAT1
7528	YY1	23429	RYBP
433	ASGR2	29956	CERS2
10155	TRIM28	10951	CBX1
2885	GRB2	5777	PTPN6
8658	TNKS	85456	TNKS1BP1
2963	GTF2F2	6157	RPL27A
7157	TP53	51588	PIAS4
1964	EIF1AX	1983	EIF5
1789	DNMT3B	11244	ZHX1
1871	E2F3	23429	RYBP
4771	NF2	5900	RALGDS
2773	GNAI3	5577	PRKAR2B
1459	CSNK2A2	3725	JUN
825	CAPN3	7273	TTN
3716	JAK1	5777	PTPN6
5586	PKN2	8440	NCK2
5595	MAPK3	8569	MKNK1
3481	IGF2	3482	IGF2R
867	CBL	1399	CRKL
6722	SRF	7403	KDM6A
6804	STX1A	10497	UNC13B
1649	DDIT3	10488	CREB3
9491	PSMF1	10421	CD2BP2
773	CACNA1A	8425	LTBP4
4040	LRP6	120892	LRRK2
10935	PRDX3	26750	RPS6KC1
7428	VHL	11127	KIF3A
2784	GNB3	2786	GNG4
3815	KIT	8651	SOCS1
2175	FANCA	2176	FANCC
4352	MPL	11273	ATXN2L
5970	RELA	653361	NCF1
387	RHOA	4214	MAP3K1
3172	HNF4A	7182	NR2C2
4089	SMAD4	6667	SP1
6500	SKP1	84893	FBXO18
7704	ZBTB16	25942	SIN3A
4929	NR4A2	5914	RARA
6788	STK3	11186	RASSF1
5501	PPP1CC	286262	TPRN
801	CALM1	5475	PPEF1
9070	ASH2L	84661	DPY30
5584	PRKCI	23049	SMG1
4092	SMAD7	10413	YAP1
6299	SALL1	7013	TERF1
351	APP	2192	FBLN1
5682	PSMA1	5690	PSMB2
708	C1QBP	4794	NFKBIE
5621	PRNP	9659	PDE4DIP
89891	WDR34	257397	TAB3
267	AMFR	55284	UBE2W
2494	NR5A2	10891	PPARGC1A
5747	PTK2	7041	TGFB1I1
4841	NONO	4841	NONO
3683	ITGAL	3683	ITGAL
5682	PSMA1	5688	PSMA7
4487	MSX1	4487	MSX1
92	ACVR2A	655	BMP7
7157	TP53	55693	KDM4D
4318	MMP9	4318	MMP9
2908	NR3C1	7026	NR2F2
328	APEX1	7515	XRCC1
7408	VASP	7791	ZYX
7534	YWHAZ	53616	ADAM22
4306	NR3C2	6714	SRC
974	CD79B	974	CD79B
9686	VGLL4	359948	IRF2BP2
7046	TGFBR1	8848	TSC22D1
7128	TNFAIP3	8517	IKBKG
641	BLM	7329	UBE2I
7027	TFDP1	9021	SOCS3
8976	WASL	11252	PACSIN2
5058	PAK1	728642	CDK11A
1742	DLG4	3759	KCNJ2
51719	CAB39	92335	STRADA
3265	HRAS	5147	PDE6D
3265	HRAS	54518	APBB1IP
22992	KDM2A	126961	HIST2H3C
1869	E2F1	4194	MDM4
10054	UBA2	10055	SAE1
8294	HIST1H4I	387893	SETD8
5585	PKN1	7186	TRAF2
2355	FOSL2	3725	JUN
1857	DVL3	7490	WT1
648	BMI1	6015	RING1
10015	PDCD6IP	27352	SGSM3
6605	SMARCE1	8648	NCOA1
4193	MDM2	7321	UBE2D1
10048	RANBP9	54994	GID8
2058	EPRS	3320	HSP90AA1
140890	SREK1	220988	HNRNPA3
51247	PAIP2	51366	UBR5
3726	JUNB	10538	BATF
5216	PFN1	7408	VASP
8867	SYNJ1	29993	PACSIN1
1674	DES	4703	NEB
5499	PPP1CA	116729	PPP1R27
835	CASP2	8738	CRADD
7704	ZBTB16	9612	NCOR2
6496	SIX3	51053	GMNN
3326	HSP90AB1	5218	CDK14
54880	BCOR	112939	NACC1
2064	ERBB2	6774	STAT3
5465	PPARA	8204	NRIP1
2130	EWSR1	6631	SNRPC
715	C1R	715	C1R
598	BCL2L1	5499	PPP1CA
2099	ESR1	167465	ZNF366
351	APP	4846	NOS3
381	ARF5	9727	RAB11FIP3
1740	DLG2	9229	DLGAP1
26986	PABPC1	27327	TNRC6A
4842	NOS1	9722	NOS1AP
1387	CREBBP	2308	FOXO1
8517	IKBKG	29110	TBK1
10920	COPS8	51138	COPS4
1649	DDIT3	55509	BATF3
817	CAMK2D	817	CAMK2D
7994	KAT6A	8350	HIST1H3A
9421	HAND1	23493	HEY2
1401	CRP	1401	CRP
83737	ITCH	100506658	OCLN
3065	HDAC1	7153	TOP2A
4088	SMAD3	7874	USP7
580	BARD1	9001	HAP1
2033	EP300	10474	TADA3
5798	PTPRN	6645	SNTB2
25913	POT1	26277	TINF2
208	AKT2	3326	HSP90AB1
5335	PLCG1	6452	SH3BP2
5867	RAB4A	23607	CD2AP
6751	SSTR1	10419	PRMT5
841	CASP8	9994	CASP8AP2
23020	SNRNP200	24148	PRPF6
6275	S100A4	6275	S100A4
9134	CCNE2	23595	ORC3
958	CD40	7186	TRAF2
7528	YY1	8819	SAP30
324	APC	8312	AXIN1
10421	CD2BP2	10907	TXNL4A
7534	YWHAZ	10036	CHAF1A
7428	VHL	10868	USP20
5684	PSMA3	5685	PSMA4
5783	PTPN13	11235	PDCD10
1488	CTBP2	11279	KLF8
6045	RNF2	57332	CBX8
6709	SPTAN1	50944	SHANK1
1728	NQO1	1728	NQO1
292	SLC25A5	4792	NFKBIA
1956	EGFR	9590	AKAP12
1066	CES1	1066	CES1
435	ASL	435	ASL
140901	STK35	140901	STK35
51637	C14orf166	51637	C14orf166
60	ACTB	3192	HNRNPU
10656	KHDRBS3	10657	KHDRBS1
2060	EPS15	9253	NUMBL
5111	PCNA	10912	GADD45G
87	ACTN1	7791	ZYX
388	RHOB	7126	TNFAIP1
1459	CSNK2A2	2353	FOS
7321	UBE2D1	23321	TRIM2
367	AR	7818	DAP3
6850	SYK	29761	USP25
5915	RARB	6258	RXRG
1616	DAXX	7048	TGFBR2
1487	CTBP1	9839	ZEB2
1387	CREBBP	2099	ESR1
3326	HSP90AB1	5681	PSKH1
2785	GNG3	59345	GNB4
